CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
Nature,420,"Benign neoplasms and tumors, unspecified",3,490
Nature,421,"Benign neoplasms of bone, connective tissue, and skin",3,491
Nature,4210,"Benign neoplasms of bone, connective tissue, and skin, unspecified",4,492
Nature,4211,Benign neoplasms of bone and articular cartilage,4,493
Nature,4212,Lipoma (fatty tumor),4,494
Nature,4213,Benign neoplasms of the skin,4,495
Nature,4218,"Multiple benign neoplasms of bone, connective tissue, and skin",4,496
Nature,4219,"Benign neoplasms of bone, connective tissue, and skin, n.e.c.",4,497
Nature,429,Benign neoplasms and tumors of other sites,3,498
Nature,4290,"Benign neoplasms and tumors of other sites, unspecified",4,499
Nature,4291,Hemangioma and lymphangioma--any site,4,500
Nature,4298,Multiple benign neoplasms and tumors of other sites,4,501
Nature,4299,"Benign neoplasms and tumors of other sites, n.e.c.",4,502
Nature,43,Neoplasms and tumors of unknown properties,2,503
Nature,430,"Neoplasms and tumors of unknown properties, unspecified",3,504
Nature,431,"Bone, articular cartilage neoplasms and tumors of unknown properties",3,505
Nature,432,Connective and other soft tissue neoplasms and tumors of unknown properties,3,506
Nature,433,Skin neoplasms and tumors of unknown properties,3,507
Nature,438,Multiple neoplasms and tumors of unknown properties,3,508
Nature,439,"Neoplasms and tumors of other sites of unknown properties, n.e.c.",3,509
Nature,5,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",1,510
Nature,50,"Symptoms, signs, and ill-defined conditions, unspecified",2,511
Nature,51,Symptoms,2,512
Nature,510,"Symptoms, unspecified",3,513
Nature,511,General symptoms,3,514
Nature,5110,"General symptoms, unspecified",4,515
Nature,5111,Loss of consciousness--not heat related,4,516
Nature,5112,"Convulsions, seizures",4,517
Nature,5113,Malaise and fatigue,4,518
Nature,5114,Dizziness--general,4,519
Nature,5115,"Inflammation, swelling--general",4,520
Nature,5116,Numbness--general,4,521
Nature,5118,Multiple general symptoms,4,522
Nature,5119,"General symptoms, n.e.c.",4,523
Nature,512,Symptoms involving nervous and musculoskeletal systems,3,524
Nature,5120,"Symptoms involving nervous and musculoskeletal systems, unspecified",4,525
Nature,5121,"Spasms or tremors, n.e.c.",4,526
Nature,5122,Earache,4,527
Nature,5123,Eye strain,4,528
Nature,5128,Multiple symptoms involving nervous and musculoskeletal systems,4,529
Nature,5129,"Symptoms involving nervous and musculoskeletal systems, n.e.c.",4,530
Nature,513,Symptoms involving skin and other integumentary tissue,3,531
Nature,5130,"Symptoms involving skin and other integumentary tissue, unspecified",4,532
Nature,5131,Edema (including dropsy),4,533
Nature,5132,Cyanosis,4,534
Nature,5133,Pallor and flushing,4,535
Nature,5138,Multiple symptoms involving skin and other integumentary tissue,4,536
Nature,5139,"Symptoms involving skin and other integumentary tissue, n.e.c.",4,537
Nature,514,Symptoms involving head and neck,3,538
Nature,5140,"Symptoms involving head and neck, unspecified",4,539
Nature,5141,"Headache, except migraine",4,540
Nature,5142,"Loss of voice, voice disturbances",4,541
Nature,5148,Multiple symptoms involving head and neck,4,542
Nature,5149,"Symptoms involving head and neck, n.e.c.",4,543
Nature,515,Symptoms involving cardiovascular system,3,544
Nature,5150,"Symptoms involving cardiovascular system, unspecified",4,545
Nature,5151,Unspecified tachycardia (rapid heartbeat),4,546
Nature,5152,Gangrene,4,547
Nature,5153,Enlargement of lymph nodes,4,548
Nature,5158,Multiple symptoms involving cardiovascular system,4,549
Nature,5159,"Symptoms involving cardiovascular system, n.e.c.",4,550
Nature,516,Symptoms involving respiratory system and chest,3,551
Nature,5160,"Symptoms involving respiratory system and chest, unspecified",4,552
Nature,5161,Hyperventilation,4,553
Nature,5162,Hemoptysis (cough with hemorrhage),4,554
Nature,5163,Abnormal sputum,4,555
Nature,5164,Chest pain,4,556
Nature,5168,Multiple symptoms involving respiratory system and chest,4,557
Nature,5169,"Symptoms involving respiratory system and chest, n.e.c.",4,558
Nature,517,Symptoms involving digestive and urinary system,3,559
Nature,5170,"Symptoms involving digestive and urinary system, unspecified",4,560
Nature,5171,Nausea and vomiting--general,4,561
Nature,5172,Heartburn,4,562
Nature,5173,Frequency of urination and polyuria,4,563
Nature,5174,"Abdominal pain, unspecified",4,564
Nature,5178,Multiple symptoms involving digestive or urinary system,4,565
Nature,5179,"Symptoms involving digestive and urinary system, n.e.c.",4,566
Nature,518,Multiple symptoms,3,567
Nature,519,"Other symptoms, n.e.c.",3,568
Nature,52,Abnormal findings,2,569
Nature,520,"Abnormal findings, unspecified",3,570
Nature,521,Abnormal findings from examination of blood,3,571
Nature,522,Abnormal findings from examination of urine,3,572
Nature,523,Abnormal findings from other body substances,3,573
Nature,524,Abnormal findings from radiological and other examination of body structure,3,574
Nature,525,Abnormal findings from function studies,3,575
Nature,526,Abnormal findings from histological and immunological studies,3,576
Nature,5260,"Abnormal findings from histological and immunological studies, unspecified",4,577
Nature,5261,"Positive reaction to tuberculin skin test, without a diagnosis of TB",4,578
Nature,5269,"Abnormal findings from histological and immunological studies, n.e.c.",4,579
Nature,528,Multiple abnormal findings,3,580
Nature,529,Other abnormal findings,3,581
Nature,58,"Multiple symptoms, signs, and ill-defined conditions",2,582
Nature,59,"Symptoms, signs, and ill-defined conditions, n.e.c.",2,583
Nature,6,"OTHER DISEASES, CONDITIONS, AND DISORDERS",1,584
Nature,60,"Other diseases, conditions, and disorders, unspecified",2,585
Nature,61,Damage to prosthetic and orthopedic devices,2,586
Nature,610,"Damage to prosthetic and orthopedic devices, unspecified",3,587
Nature,611,Damage to prosthetic devices and aids,3,588
Nature,6110,"Damage to prosthetic devices, unspecified",4,589
Nature,6111,Damage to artificial limb(s),4,590
Nature,6112,Damage to artificial eye(s),4,591
Nature,6113,Damage to other devices ,4,592
Nature,6118,Damage to multiple prosthetic devices,4,593
Nature,6119,"Damage to prosthetic devices, n.e.c.",4,594
Nature,612,Damage to orthopedic devices,3,595
Nature,6120,"Damage to orthopedic devices, unspecified",4,596
Nature,6121,Damage to replaced joints,4,597
Nature,6122,"Damage to pins, rods, plates, and screws",4,598
Nature,6128,Damage to multiple orthopedic devices,4,599
Nature,6129,"Damage to orthopedic devices, n.e.c.",4,600
Nature,619,"Damage to medical implants, n.e.c.",3,601
Nature,62,Mental disorders and syndromes,2,602
Nature,620,"Mental disorders and syndromes, unspecified",3,603
Nature,621,"Anxiety, stress",3,604
Nature,6210,"Anxiety, stress, unspecified",4,605
Nature,6211,Post-traumatic stress disorder,4,606
Nature,6212,Adjustment disorder,4,607
Nature,6213,Anxiety or panic disorder,4,608
Nature,6219,"Anxiety, stress, n.e.c.",4,609
Nature,622,Depression or depressive episode,3,610
Nature,629,"Mental disorders and syndromes, n.e.c.",3,611
Nature,69,"Other diseases, conditions, and disorders, n.e.c.",2,612
Nature,7,EXPOSURES TO DISEASE--NO ILLNESS INCURRED ,1,613
Nature,8,"MULTIPLE DISEASES, CONDITIONS, AND DISORDERS",1,614
Nature,9999,Nonclassifiable,4,615
Bodypart,1,HEAD,1,1
Bodypart,10,"Head, unspecified",2,2
Bodypart,11,"Cranial region, including skull",2,3
Bodypart,110,"Cranial region, unspecified",3,4
Bodypart,111,Brain,3,5
Bodypart,112,Scalp,3,6
Bodypart,113,Skull,3,7
Bodypart,118,Multiple cranial region locations,3,8
Bodypart,119,"Cranial region, n.e.c.",3,9
Bodypart,12,Ear(s),2,10
Bodypart,13,Face,2,11
Bodypart,130,"Face, unspecified",3,12
Bodypart,131,Forehead,3,13
Bodypart,132,Eye(s),3,14
Bodypart,133,"Nose, nasal cavity",3,15
Bodypart,1330,"Nose, except internal location of diseases or disorders",4,16
Bodypart,1331,"Internal nasal location, unspecified",4,17
Bodypart,1332,Nasopharynx,4,18
Bodypart,1333,Nasal passage(s),4,19
Bodypart,1334,Sinus(es),4,20
Bodypart,1338,Multiple internal nasal locations,4,21
Bodypart,1339,"Internal nasal location, n.e.c.",4,22
Bodypart,134,Cheek(s),3,23
Bodypart,135,"Jaw, chin",3,24
Bodypart,136,Mouth,3,25
Bodypart,1360,"Mouth, unspecified",4,26
Bodypart,1361,Lip(s),4,27
Bodypart,1362,Tongue,4,28
Bodypart,1363,Tooth (teeth),4,29
Bodypart,1364,Gum,4,30
Bodypart,1368,Multiple mouth locations,4,31
Bodypart,1369,"Mouth, n.e.c.",4,32
Bodypart,138,Multiple face locations,3,33
Bodypart,139,"Face, n.e.c.",3,34
Bodypart,18,Multiple head locations,2,35
Bodypart,19,"Head, n.e.c.",2,36
Bodypart,2,"NECK, INCLUDING THROAT",1,37
Bodypart,20,"Neck, except internal location of diseases or disorders",2,38
Bodypart,21,"Internal neck location, unspecified",2,39
Bodypart,22,Vocal cord(s),2,40
Bodypart,23,Larynx,2,41
Bodypart,24,Laryngopharynx,2,42
Bodypart,25,Pharynx,2,43
Bodypart,26,Trachea,2,44
Bodypart,28,Multiple internal neck locations,2,45
Bodypart,29,"Internal neck location, n.e.c.",2,46
Bodypart,3,TRUNK,1,47
Bodypart,30,"Trunk, unspecified",2,48
Bodypart,31,"Chest, including ribs, internal organs",2,49
Bodypart,310,"Chest, except internal location of diseases or disorders",3,50
Bodypart,311,"Internal chest location, unspecified",3,51
Bodypart,312,Esophagus,3,52
Bodypart,313,Heart,3,53
Bodypart,314,Bronchus,3,54
Bodypart,315,"Lung(s), pleura",3,55
Bodypart,316,Breast(s)--internal,3,56
Bodypart,318,Multiple internal chest locations,3,57
Bodypart,319,"Internal chest location, n.e.c.",3,58
Bodypart,32,"Back, including spine, spinal cord",2,59
Bodypart,320,"Back, including spine, spinal cord, unspecified",3,60
Bodypart,321,Thoracic region,3,61
Bodypart,322,Lumbar region,3,62
Bodypart,323,Sacral region,3,63
Bodypart,324,Coccygeal region,3,64
Bodypart,328,Multiple back regions,3,65
Bodypart,329,"Back, including spine, spinal cord, n.e.c.",3,66
Bodypart,33,Abdomen,2,67
Bodypart,330,"Abdomen, except internal location of diseases or disorders",3,68
Bodypart,331,"Internal abdominal location, unspecified",3,69
Bodypart,332,Stomach organ,3,70
Bodypart,333,Spleen,3,71
Bodypart,334,Urinary organs,3,72
Bodypart,3340,"Urinary organs, unspecified",4,73
Bodypart,3341,Bladder,4,74
Bodypart,3342,Kidney(s),4,75
Bodypart,3348,Multiple urinary organs,4,76
Bodypart,3349,"Urinary organs, n.e.c.",4,77
Bodypart,335,"Intestines, peritoneum",3,78
Bodypart,3350,"Intestines, peritoneum, unspecified",4,79
Bodypart,3351,Peritoneum,4,80
Bodypart,3352,Small intestine,4,81
Bodypart,3353,"Large intestine, colon, rectum",4,82
Bodypart,3358,Multiple intestinal locations,4,83
Bodypart,3359,"Intestines, peritoneum, n.e.c.",4,84
Bodypart,336,Other digestive structures,3,85
Bodypart,3360,"Other digestive structures, unspecified",4,86
Bodypart,3361,Liver,4,87
Bodypart,3362,Gallbladder,4,88
Bodypart,3363,Pancreas,4,89
Bodypart,3368,Multiple other digestive structures,4,90
Bodypart,3369,"Other digestive structures, n.e.c.",4,91
Bodypart,338,Multiple internal abdominal locations,3,92
Bodypart,339,"Internal abdominal location, n.e.c.",3,93
Bodypart,34,Pelvic region,2,94
Bodypart,340,"Pelvic region, unspecified",3,95
Bodypart,341,Hip(s),3,96
Bodypart,342,Pelvis,3,97
Bodypart,343,Buttock(s),3,98
Bodypart,344,Groin,3,99
Bodypart,345,External reproductive tract structures,3,100
Bodypart,3450,"External reproductive tract structures, unspecified",4,101
Bodypart,3451,Scrotum,4,102
Bodypart,3452,Penis,4,103
Bodypart,3453,External female genital region,4,104
Bodypart,3458,Multiple external reproductive tract structures,4,105
Bodypart,3459,"External reproductive tract structures, n.e.c.",4,106
Bodypart,346,Internal reproductive tract structures,3,107
Bodypart,3460,"Internal reproductive tract structures, unspecified",4,108
Bodypart,3461,Prostate,4,109
Bodypart,3462,Testis (testes),4,110
Bodypart,3463,Ovary (ovaries),4,111
Bodypart,3464,Uterus,4,112
Bodypart,3465,"Female genitals, n.e.c.",4,113
Bodypart,3468,Multiple internal reproductive tract structures,4,114
Bodypart,3469,"Internal reproductive tract structures, n.e.c.",4,115
Bodypart,348,Multiple pelvic region locations,3,116
Bodypart,349,"Pelvic region, n.e.c.",3,117
Bodypart,38,Multiple trunk locations,2,118
Bodypart,39,"Trunk, n.e.c.",2,119
Bodypart,4,UPPER EXTREMITIES,1,120
Bodypart,40,"Upper extremities, unspecified",2,121
Bodypart,41,"Shoulder(s), including clavicle(s), scapula(e)",2,122
Bodypart,42,Arm(s),2,123
Bodypart,420,"Arm(s), unspecified",3,124
Bodypart,421,Upper arm(s),3,125
Bodypart,422,Elbow(s),3,126
Bodypart,423,Forearm(s),3,127
Bodypart,428,Multiple arm locations,3,128
Bodypart,4280,"Multiple arm locations, unspecified",4,129
Bodypart,4281,Elbow(s) and arms(s),4,130
Bodypart,4289,"Multiple arm locations, n.e.c.",4,131
Bodypart,429,"Arm(s), n.e.c.",3,132
Bodypart,43,Wrist(s),2,133
Bodypart,44,Hand(s),2,134
Bodypart,440,"Hand(s), unspecified",3,135
Bodypart,441,"Hand(s), except finger(s)",3,136
Bodypart,442,"Finger(s), fingernail(s)",3,137
Bodypart,4420,"Finger(s), fingernail(s), unspecified",4,138
Bodypart,4421,"Fingernail(s), nailbed(s)  ",4,139
Bodypart,4422,Fingertip(s),4,140
Bodypart,4429,"Finger(s), fingernail(s), n.e.c.",4,141
Bodypart,448,Hand(s) and finger(s),3,142
Bodypart,449,"Hand(s), n.e.c.",3,143
Bodypart,48,Multiple upper extremities locations,2,144
Bodypart,480,"Multiple upper extremities locations, unspecified",3,145
Bodypart,481,Hand(s) and arms(s),3,146
Bodypart,4810,"Hand(s) and arm(s), unspecified",4,147
Bodypart,4811,Hand(s) and elbow(s),4,148
Bodypart,4819,"Hand(s) and arm(s), n.e.c.",4,149
Bodypart,482,Hand(s) and wrist(s),3,150
Bodypart,483,Wrist(s) and arm(s),3,151
Bodypart,4830,"Wrist(s) and arm(s), unspecified",4,152
Bodypart,4831,Wrist(s) and elbow(s),4,153
Bodypart,4839,"Wrist(s) and arm(s), n.e.c.",4,154
Bodypart,484,Shoulder(s) and arm(s),3,155
Bodypart,489,"Multiple upper extremities locations, n.e.c.",3,156
Bodypart,49,"Upper extremities, n.e.c.",2,157
Bodypart,5,LOWER EXTREMITIES,1,158
Bodypart,50,"Lower extremities, unspecified",2,159
Bodypart,51,Leg(s),2,160
Bodypart,510,"Leg(s), unspecified",3,161
Bodypart,511,Thigh(s),3,162
Bodypart,512,Knee(s),3,163
Bodypart,513,Lower leg(s),3,164
Bodypart,518,Multiple leg locations,3,165
Bodypart,5180,"Multiple leg locations, unspecified",4,166
Bodypart,5181,Knee(s) and leg(s),4,167
Bodypart,5189,"Multiple leg locations, n.e.c. ",4,168
Bodypart,519,"Leg(s), n.e.c.",3,169
Bodypart,52,Ankle(s),2,170
Bodypart,53,Foot (feet),2,171
Bodypart,530,"Foot (feet), unspecified",3,172
Bodypart,531,Sole(s),3,173
Bodypart,5310,"Sole(s), unspecified",4,174
Bodypart,5311,Ball(s) of the foot,4,175
Bodypart,5312,"Arch(es), instep(s)",4,176
Bodypart,5313,Heel(s),4,177
Bodypart,5318,Multiple sole locations,4,178
Bodypart,5319,"Sole(s), n.e.c.",4,179
Bodypart,532,"Toes(s), toenail(s)",3,180
Bodypart,538,Multiple foot (feet) locations,3,181
Bodypart,539,"Foot (feet), n.e.c.",3,182
Bodypart,58,Multiple lower extremities locations,2,183
Bodypart,580,"Multiple lower extremities locations, unspecified",3,184
Bodypart,581,Foot (feet) and leg(s),3,185
Bodypart,5810,"Foot(feet) and leg(s), unspecified",4,186
Bodypart,5811,Foot(feet) and knee(s),4,187
Bodypart,5819,"Foot(feet) and leg(s), n.e.c.",4,188
Bodypart,582,Foot (feet) and ankle(s),3,189
Bodypart,583,Ankle(s) and leg(s),3,190
Bodypart,5830,"Ankle(s) and leg(s), unspecified",4,191
Bodypart,5831,Ankle(s) and knee(s),4,192
Bodypart,5839,"Ankle(s) and leg(s), n.e.c.",4,193
Bodypart,589,"Multiple lower extremities locations, n.e.c.",3,194
Bodypart,59,"Lower extremities, n.e.c.",2,195
Bodypart,6,BODY SYSTEMS,1,196
Bodypart,8,MULTIPLE BODY PARTS,1,197
Bodypart,80,"Multiple body parts, unspecified",2,198
Bodypart,81,Head and neck,2,199
Bodypart,82,"Head, neck, and trunk",2,200
Bodypart,83,Head and trunk,2,201
Bodypart,84,Neck and back,2,202
Bodypart,85,Shoulder(s) and back,2,203
Bodypart,86,Hip(s) and leg(s) ,2,204
Bodypart,87,Upper and lower limb(s),2,205
Bodypart,89,Other multiple body parts,2,206
Bodypart,891,Whole body,3,207
Bodypart,899,"Multiple body parts, n.e.c.",3,208
Bodypart,9,OTHER BODY PARTS,1,209
Bodypart,91,Prosthetic and orthopedic devices,2,210
Bodypart,910,"Prosthetic and orthopedic devices, unspecified",3,211
Bodypart,911,Prosthetic and orthopedic devices of the head,3,212
Bodypart,912,Prosthetic and orthopedic devices of the trunk,3,213
Bodypart,913,Prosthetic and orthopedic devices of the upper extremities,3,214
Bodypart,914,Prosthetic and orthopedic devices of the lower extremities,3,215
Bodypart,918,Prosthetic and orthopedic devices involving multiple body parts,3,216
Bodypart,919,"Prosthetic and orthopedic devices, n.e.c.",3,217
Bodypart,9999,Nonclassifiable,4,218
Source,1,CHEMICALS AND CHEMICAL PRODUCTS,1,1
Source,10,"Chemicals and chemical products, unspecified",2,2
Source,11,Acids and alkalies,2,3
Source,110,"Acids and alkalies, unspecified",3,4
Source,111,Acids,3,5
Source,1110,"Acids, unspecified",4,6
Source,1111,"Acetic acid, vinegar",4,7
Source,1112,"Hydrogen chloride, hydrochloric acid",4,8
Source,1113,"Hydrogen fluoride, hydrofluoric acid",4,9
Source,1114,Nitric acid,4,10
Source,1115,Sulfuric acid,4,11
Source,1118,Multiple acids,4,12
Source,1119,"Acids, n.e.c.",4,13
Source,112,Alkalies,3,14
Source,1120,"Alkalies, unspecified",4,15
Source,1121,"Cement, mortar mix--dry",4,16
Source,1122,"Cement, mortar mix--wet",4,17
Source,1123,Lime,4,18
Source,1124,"Limestone, calcium carbonate",4,19
Source,1125,"Sodium and potassium hydroxide, potassium carbonate",4,20
Source,1128,Multiple alkalies,4,21
Source,1129,"Alkalies, n.e.c.",4,22
Source,12,"Aromatics and hydrocarbon derivatives, except halogenated",2,23
Source,120,"Aromatics and hydrocarbon derivatives, except halogenated,  unspecified",3,24
Source,121,Alcohols,3,25
Source,1210,"Alcohols, unspecified",4,26
Source,1211,Antifreeze,4,27
Source,1212,Ethanol,4,28
Source,1213,Ethylene glycol,4,29
Source,1214,Methanol,4,30
Source,1219,"Alcohols, n.e.c.",4,31
Source,122,Aldehydes,3,32
Source,1220,"Aldehydes, unspecified",4,33
Source,1221,Formaldehyde,4,34
Source,1222,Glutaraldehyde,4,35
Source,1229,"Aldehydes, n.e.c.",4,36
Source,123,Aromatics,3,37
Source,1230,"Aromatics, unspecified",4,38
Source,1231,Benzene,4,39
Source,1232,Hydroquinone,4,40
Source,1233,Toluene,4,41
Source,1234,Xylene,4,42
Source,1235,Phenol ,4,43
Source,1236,Styrene,4,44
Source,1239,"Aromatics, n.e.c.",4,45
Source,124,Ketones,3,46
Source,1240,"Ketones, unspecified",4,47
Source,1241,Acetone,4,48
Source,1242,Diacetyl,4,49
Source,1243,Methyl ethyl ketone,4,50
Source,1244,Methyl n-butyl ketone,4,51
Source,1249,"Ketones, n.e.c.",4,52
Source,128,"Multiple aromatics and hydrocarbon derivatives, except halogenated",3,53
Source,129,"Other aromatics and hydrocarbon derivatives, except halogenated",3,54
Source,1291,Acrylamide,4,55
Source,1292,Acrylonitrile,4,56
Source,1293,Dimethylformamide,4,57
Source,1294,Dioxane,4,58
Source,1295,Ethylene oxide,4,59
Source,1296,"Nitro hydrocarbons, except aromatic ",4,60
Source,1299,"Aromatics and hydrocarbon derivatives, except halogenated, n.e.c.",4,61
Source,13,Halogens and halogen compounds,2,62
Source,130,"Halogens and halogen compounds, unspecified",3,63
Source,131,Chlorine and chlorine compounds,3,64
Source,1310,"Chlorine compounds, unspecified",4,65
Source,1311,"Chlorine, chlorine bleach",4,66
Source,1312,Dichloromethane,4,67
Source,1313,Perchloroethylene,4,68
Source,1314,Phosgene,4,69
Source,1315,Trichloroethylene,4,70
Source,1319,"Chlorine compounds, n.e.c.",4,71
Source,132,Fluorine and fluorine compounds,3,72
Source,1320,"Fluorine compounds, unspecified",4,73
Source,1321,Fluorine,4,74
Source,1322,Fluorotrichloromethane,4,75
Source,1329,"Fluorine compounds, n.e.c.",4,76
Source,139,"Halogens and halogen compounds, n.e.c.",3,77
Source,14,"Metallic particulates, trace elements, dusts, powders, fumes",2,78
Source,140,"Metallic particulates, trace elements, dusts, powders, fumes,  unspecified",3,79
Source,141,Arsenic and compounds,3,80
Source,142,Beryllium and compounds,3,81
Source,143,Cadmium and compounds,3,82
Source,144,Lead and compounds,3,83
Source,145,Mercury and compounds,3,84
Source,146,Other metallics and compounds,3,85
Source,1460,"Other metallics and compounds, unspecified",4,86
Source,1461,Aluminum and compounds,4,87
Source,1462,Antimony and compounds,4,88
Source,1463,Chromium and compounds,4,89
Source,1464,Manganese and compounds,4,90
Source,1465,Cobalt and compounds,4,91
Source,1469,"Metallics and compounds, n.e.c.",4,92
Source,147,"Welding or soldering fumes, unspecified or n.e.c.",3,93
Source,148,Multiple metallics and metallic compounds,3,94
Source,149,"Metallic particulates, trace elements, dusts, powders, fumes, n.e.c.",3,95
Source,15,Pesticides and other agricultural chemicals,2,96
Source,150,"Pesticides and other agricultural chemicals, unspecified",3,97
Source,151,"Fertilizers, plant food, n.e.c.",3,98
Source,152,"Fumigants, n.e.c.",3,99
Source,153,Fungicides,3,100
Source,154,Herbicides,3,101
Source,155,Insecticides,3,102
Source,156,Rodenticides,3,103
Source,158,Multiple agricultural chemicals,3,104
Source,159,"Pesticides and other agricultural chemicals, n.e.c.",3,105
Source,16,"Coal, natural gas, petroleum fuels and products",2,106
Source,160,"Coal, natural gas, petroleum fuels and products, unspecified",3,107
Source,161,"Coal, coal dust",3,108
Source,162,Natural gas,3,109
Source,163,"Petroleum, crude oil",3,110
Source,164,"Petroleum fuels, distillates, and products, n.e.c.",3,111
Source,1640,"Petroleum fuels, distillates, and products, unspecified",4,112
Source,1641,"Gasoline, diesel fuel, jet fuel",4,113
Source,1642,"Lubricating greases, cutting oils",4,114
Source,1643,Propane,4,115
Source,1644,"Paving asphalt, asphaltic cement",4,116
Source,1649,"Petroleum fuels, distillates, and products, n.e.c.",4,117
Source,169,"Coal, natural gas, petroleum fuels and products, n.e.c.",3,118
Source,17,Other chemicals,2,119
Source,170,"Other chemicals, unspecified",3,120
Source,171,Ammonia and ammonium compounds,3,121
Source,1710,"Ammonia and ammonium compounds, unspecified",4,122
Source,1711,"Ammonia, anhydrous ammonia",4,123
Source,1712,Ammonium sulfate,4,124
Source,1718,Multiple ammonia and ammonium compounds,4,125
Source,1719,"Ammonia and ammonium compounds, n.e.c.",4,126
Source,172,Cryogenic gases,3,127
Source,173,Cyanide and cyanide compounds,3,128
Source,1730,"Cyanide and cyanide compounds, unspecified",4,129
Source,1731,Hydrogen cyanide,4,130
Source,1739,"Cyanide and cyanide compounds, n.e.c.",4,131
Source,174,Oxygen and oxygen compounds,3,132
Source,1740,"Oxygen and oxygen compounds, unspecified",4,133
Source,1741,Carbon monoxide,4,134
Source,1742,"Carbon dioxide, dry ice",4,135
Source,1743,Nitrogen oxides,4,136
Source,1744,Osmium tetroxide,4,137
Source,1748,Multiple oxygen and oxygen compounds,4,138
Source,1749,"Oxygen and oxygen compounds, n.e.c.",4,139
Source,175,"Plastics, resins",3,140
Source,1750,"Plastics, resins, unspecified",4,141
Source,1751,"Cyanates, urethanes",4,142
Source,1752,Resins,4,143
Source,1759,"Plastics, resins, n.e.c.",4,144
Source,176,"Sewer, mine, and similar gases",3,145
Source,1760,"Sewer, mine, and similar gases, unspecified",4,146
Source,1761,Methane gas,4,147
Source,1762,Mine gas,4,148
Source,1763,Sewer gas,4,149
Source,1764,Manure gas,4,150
Source,1769,"Sewer, mine, and similar gases, n.e.c.",4,151
Source,177,Sulfur and sulfur compounds,3,152
Source,1770,"Sulfur and sulfur compounds, unspecified",4,153
Source,1771,Hydrogen sulfide,4,154
Source,1772,Carbon bisulfide,4,155
Source,1773,Sulfur dioxide,4,156
Source,1778,Multiple sulfur and sulfur compounds,4,157
Source,1779,"Sulfur and sulfur compounds, n.e.c",4,158
Source,178,"Multiple chemicals or chemical mixtures, n.e.c.",3,159
Source,179,"Other chemicals, n.e.c.",3,160
Source,1791,Nitrogen,4,161
Source,1792,Helium,4,162
Source,1793,Hydrogen ,4,163
Source,1794,"Phosphine, phosphane",4,164
Source,1799,"Chemicals, n.e.c.",4,165
Source,18,Chemical products--general,2,166
Source,180,"Chemical products, unspecified",3,167
Source,181,"Adhesives, glues, n.e.c.",3,168
Source,182,"Beauty preparations, cosmetics",3,169
Source,183,"Cleaning and polishing agents, disinfectants",3,170
Source,1830,"Cleaning and polishing agents, unspecified",4,171
Source,1831,"Bleach--nonchlorine, nonperoxide",4,172
Source,1832,Disinfectants,4,173
Source,1833,Drain and oven cleaners,4,174
Source,1834,Soap products,4,175
Source,1835,Synthetic detergents and shampoos,4,176
Source,1838,Multiple cleaning and polishing agents,4,177
Source,1839,"Cleaning and polishing agents, n.e.c.",4,178
Source,184,"Drugs, alcohol, and medicines",3,179
Source,1840,"Drugs, alcohol, and medicines, unspecified",4,180
Source,1841,Alcoholic beverages,4,181
Source,1842,Drugs--nonmedicinal,4,182
Source,1843,"Medicines, except vaccines",4,183
Source,1844,Vaccines,4,184
Source,1848,"Multiple drugs, alcohol, and medicines",4,185
Source,1849,"Drugs, alcohol, and medicines, n.e.c.",4,186
Source,185,"Explosives, blasting agents",3,187
Source,1850,"Explosives, blasting agents, unspecified",4,188
Source,1851,Dynamite,4,189
Source,1852,"Flammable gas, unspecified",4,190
Source,1853,Gunpowder,4,191
Source,1854,"Pyrotechnics, fireworks",4,192
Source,1859,"Explosives, blasting agents, n.e.c.",4,193
Source,186,"Paint, lacquer, shellac, varnish",3,194
Source,1860,"Paint, lacquer, shellac, varnish, unspecified",4,195
Source,1861,"Lacquer, shellac, varnish",4,196
Source,1862,Paint,4,197
Source,1868,"Multiple paint, lacquer, shellac, or varnishes",4,198
Source,1869,"Paint, lacquer, shellac, varnish, n.e.c.",4,199
Source,187,"Solvents, degreasers",3,200
Source,1870,"Solvents, degreasers, unspecified",4,201
Source,1871,Naphtha solvents,4,202
Source,1872,"Paint removers, thinners",4,203
Source,1873,2-Butoxyethanol,4,204
Source,1878,"Multiple solvents, degreasers",4,205
Source,1879,"Solvents, degreasers, n.e.c.",4,206
Source,189,Other chemical products--general,3,207
Source,1891,"Dyes, inks",4,208
Source,1892,Photographic and copying solutions,4,209
Source,1893,Food colorings and flavorings,4,210
Source,1899,"Chemical products, n.e.c.",4,211
Source,19,"Chemicals and chemical products, n.e.c.",2,212
Source,2,"CONTAINERS, FURNITURE AND FIXTURES ",1,213
Source,20,"Containers, furniture, and fixtures, unspecified",2,214
Source,21,Containers,2,215
Source,210,"Containers, unspecified",3,216
Source,211,Containers--nonpressurized,3,217
Source,2110,"Containers--nonpressurized, unspecified",4,218
Source,2111,"Bags, sacks",4,219
Source,2112,"Barrels, drums--except pressurized ",4,220
Source,2113,"Bottles, jugs, flasks",4,221
Source,2114,"Boxes, crates, cartons",4,222
Source,2115,"Buckets, baskets, pails",4,223
Source,2116,Cans,4,224
Source,2117,"Pots, pans, trays",4,225
Source,2118,"Tanks, bins, vats--nonconfined space",4,226
